41404984;1652820
41405015;022067
41405022;969464
41405050;2500910
41405088;914542
41405089;1523988
41405090;1524842
41405103;74152100
41405122;984212
41405143;1677875
41405155;20828464
41405195;T2W359485
41405196;0029979790
41405198;966637
41405222;ORB0004
41405224;971090
41405225;970982
41405230;21344746
41405237;60112138
41405241;21268435
41405247;20522577
41405278;191172
41405279;470261
41405280;940161
41405281;0019971290
41405282;2539
41405289;3200116
41405290;943760
41405310;200201019173
41405318;993124
41405319;971321
41405345;2593
41405346;478345
41405347;478346
41405348;000931008078
41405349;000931010264
41405350;959793
41405351;959794
41405352;9555533
41405359;RU0568
41405360;RU0566
41405431;984869
41405432;984181
41405498;979972
41405547;21243
41405582;20498802
41405583;20530659
41405584;051309
41405594;21391458
41405595;990973
41405602;05607811
41405603;2500010090
41405610;993966
41405611;993967
41405612;992083
41405622;57917
41405651;19232
41405652;6766
41405653;19233
41405658;949977
41405671;
41405672;9300811
41405674;422993
41405677;991046
41405678;991048
41500061;11028
41500062;11071
41500103;1696389
41500122;20442252
41500291;3192222
41500893;25641426
41501002;20490005
41501011;184141
41501057;ZF0635333063
41501082;20927753
41501134;1654088
41501139;1656129
41501149;663653
41501150;683672
41501174;174505
41501191;538971
41501192;39580/520
41501194;F16074
41501204;56290
41501205;023367
41501214;20517952
41501216;60108
41501342;1652986
41501343;183326
41501344;183351
41501414;0735455114A
41501457;8095027101
41501458;077034435
41501463;5761
41501464;6889595
41501467;054989
41501772;1524988
41600070;1500363
41600453;1524304
41600476;8121717
41600477;8121719
41600587;1660058
41600733;1675739
41600898;20983649
41600965;469872
41600974;FOOR0P0521
41602643;57867
41602644;58642
41700184;469483
41700186;470527
41700287;949657
41700431;1586520
41700432;1593522
41700485;941911
41700486;941914
41700730;06LPO20582360
41700753;1620742
41700765;21185132
41700771;270949
41700809;423281
41700810;424692
41700813;478505
41700814;479107
41701116;1526816R
41701120;2711943
41701121;276936
41701137;6889520
41701171;6889505
41701232;1076656
41701234;112570
41701251;1587792
41701253;1652622
41701258;1672249
41701274;21448461
41701317;424983
41701413;943142
41701414;948448
41701415;948642
41701416;949573
41702047;85102142
41702064;1524838
41702068;20506575
41702070;15223733
41702074;20541940
41702113;20784537
41702135;85108352
41702493;20479636
41702499;20518380
41702546;211003569
41702607;424618
41702642;20751149
41702643;20751139
41702644;21271323
41702652;976928
41702695;1522372
41702714;469336
41702854;424580
41702961;966237
41702998;20532891
41703020;982508
41703098;276125
41703112;APC1060
41703113;APC1558
41703114;APC1077
41703129;21674701
41703130;20518379
41703136;20750637
41703160;49421FFBO
41703184;2410283018
41703185;5081215
41703257;83009540
41703259;83009560
41703273;477314
41703274;21383310
41703295;20791305
41703360;20568509
41703361;1638052
41703362;1677118
41703363;949658
41703368;83019120
41703437;80322
41703450;109625172
41703472;80321
41703490;4500301
41703491;4500116
41703492;4500307
41703493;4500312
41703509;21266507
41703510;20750526
41703544;20506577
41703552;020382
41703553;053248
41703579;13578
41703580;2232
41703617;59532
41703618;59535
41703642;54739
41703649;21574409
41703650;60379
41703652;976055
41703956;20805850
41703997;20979871
41704004;8845032592
41704007;21510072
41704016;20532745
41704033;20710242
41704034;20721850
41704044;20451487
41704059;4500143
41704090;20555696
41704766;DP042VT2014
41704770;DP042VT2014
41705000;242857
41705032;7803
41705167;70673870
41705180;VBA802RL
41705181;05304BRA
41705182;469846
41800072;11026932
41800105;20490945
41800108;20972293
41800110;21758906
41800174;8149064
41800175;8159975
41800422;20976003
41800427;21380488
41800447;22095097
41800450;20877958
41800451;21333097
41800452;21743197
41800453;349619
41800454;21620181
41800456;21479106
41800459;8291423
41800483;20836319
41800493;85132546
41800710;0986450519
41800716;20879812
41800718;0986BO1020
41800719;85108176
41800721;0986450710
41800723;0986450734
41800752;7632114102
41803579;AL12
42000029;
50100141;
50100179;ETE7687
50100181;21091651
50100182;21091652
50100212;22889891
51000491;93361395
51200001;ZM571
53200097;1589807
53200505;1674083
53200827;3826073
53201215;A0015451604
53500005;6889287
53500008;8124353
53500009;21111925
53500010;949659
53500011;M371CB5871
53500012;ZM901
53500013;ZM902
53500015;8126380
53500016;8126384
53500017;20390836
53500018;8126254
53500020;ZEN1661
53500023;20732304
53500024;8120712
53500028;478649
53500031;863474
53500033;
53500034;1506399
53500036;285020
53500043;21543893
53500044;21543901
53500045;8157759
53500046;IM11039
53500047;1501402
53500048;21295227
53500051;
53500052;
53500054;1581543
53500056;1606683
53500057;20945984
53500058;21130005
53500059;8125562
53500060;8128384
53500061;946176
53500067;21002856
53500070;85110482
53500077;0091407108
53500080;8121523
53500081;8126233
53500089;21469979
53500101;6883362
53500104;1594959
53500105;21243844
53500106;3197718
53500108;OSP4004
53500109;IM-11121
53500111;1556363
53500112;8126730
53500119;21069339
53500123;
53500124;15082297
53500125;21026304
53500126;21363702
53500127;1307048
53500128;21177275
53500134;273933
53500135;3091803
53500136;1664387
53500137;966429
53500140;1584539
53500141;1611420
53500142;324842
53500145;20533210
53500148;
53500150;1523482
53500152;82447254
53500156;1297203005
53500165;8128156
53500167;82417041
53500168;112045045
53500170;1660001C
53500173;21260406
53500174;21422765
53500180;6889694
53500182;21094519
53500183;21094520
53500184;8121100
53500185;8121101
53500186;478358
53500187;966555
53500188;966525
53500191;112564
53500192;1527857
53500194;9001083432
53500201;6883282
53500202;1665136
53500203;112366
53500204;8121478
53500209;273934
53500212;1312942
53500213;20507623
53500214;20826211
53500215;20826213
53500216;8121102
53500217;8141013
53500218;GF210
53500221;20910229
53500222;1620480
53500223;1307454
53500224;NR1307453
53500227;6889616
53500228;6889618
53500229;8127762
53500235;2005825083
53500237;CIN5406
53500239;1030602
53500241;20539712
53500242;20539791
53500243;GRA267
53500247;16353051
53500248;157649
53500251;2142215
53500252;2142237
53500254;21422510
53500255;214642
53500256;2146443
53500257;214728
53500260;3097092
53500262;8157770
53500266;21182080
53500271;945922
53500272;945992
53500274;20826591
53500275;20730506
53500276;8126190
53500277;8126191
53500287;1137701
53500291;19024305
53500292;1586716
53500293;1586716
53500296;467321
53500299;1672283
53500307;20452847
53500308;8189310
53500316;8123664
53500318;8123663
53500319;GB-11666
53500321;19024385
53500324;20382656
53500328;6889105
53500335;1620170
53500336;20382505
53500338;20513343
53500339;20524936
53500340;22899626
53500341;3171490
53500347;6882733
53500349;06LP020438894
53500350;1617064
53500355;470397
53500357;8121394
53500358;8123374
53500359;8124203
53500362;8159966
53500365;1584255
53500366;1589430
53500367;1503683
53500371;421753
53500372;6884898
53500373;8128001
53500381;6889478
53500382;6889479
53500384;949371
53500386;630031005
53500389;RP1606661
53500390;RP1612396
53500392;1507964
53500393;6884570
53500395;8124127
53500397;1598753
53500398;479031
53500399;8121393
53500400;1078958
53500401;1662934
53500403;2121000348
53500404;3962640
53500405;6884123
53500407;6889589
53500411;8129593
53500420;22000734
53500422;20768974
53500431;20382507
53500436;82471690
53500438;21395854
53500439;21137458
53500441;20424051
53500448;992014
53500452;11126
53500455;82426818
53500456;1662413
53500457;8128718
53500458;8128717
53500459;1675007
53500460;6889152
53500464;20953569
53500471;20818763
53500472;21343555
53500475;689684
53500477;21639684
53500478;8126705
53500479;1504550
53500480;1594543
53500482;8127761
53500487;1522382
53500488;6883363
53500489;348978
53500490;21369959
53500492;1653156
53500494;1673588
53500496;82417044
53500497;84139939
53500498;84139937
53500500;20710008
53500501;20581089
53500503;20533294
53500505;8120912
53500506;1676832
53500507;21634017
53500508;20428165
53500509;FOOM130112
53500512;3943382
53500513;1081328
53500514;1629169
53500516;82280051
53500517;20777078
53500520;1134955
53500524;85001583
53500525;2030458
53500531;1653156
53500536;8143976
53500537;85013425
53500541;3183757
53500543;21451966
53500544;21451967
53500546;3176550
53500548;20835246
53500549;20443046
53500556;8159904
53500558;20872868
53500559;20736017
53500560;20506302
53500562;272910
53500565;8171700
53500566;20365906
53500567;8171508
53500575;20443492
53500577;1664690
53500579;20907634
53500580;1672045
53500582;364308
53500583;20807510
53500584;21552066
53500586;20712868
53500588;6885514
53500589;6889482
53500591;21740038
53500592;21776377
53500597;20365902
53500598;22260493
53500601;21184142
53500603;21960479
53500604;21620168
53500605;20829689
53500607;21237213
53500609;84171527
53500614;20379349
53500619;1672231
53500622;82332690
53500623;20491669
53500625;21255974
53500626;20901128
53500628;21531072
53500631;20537294
53500632;20537293
53500633;21469818
53500677;3979764
53500679;2053290
53500680;25379097
53500690;201670857
53500693;21789672
53500694;21789671
53500696;20498774
53500698;0380003
53500700;20581086
53500704;20443565
53500708;1578700
53500709;1611789
53500717;21713143
53500718;21635820
53500720;ETE7665
53500725;8123800
53500726;21634021
53500731;82483074
53500734;21884328
53500735;21295461
53500736;82627957
53500737;21740038
53500738;21565626
53500739;
53500744;1068247
53500745;8123667
53500746;20500857
53500747;82074379
53500749;8155750
53500750;21228154
53500751;82497191
53500752;8172628
53500753;20528528
53500757;21197948
53500759;21052612
53500763;1069204
53500767;22421094
53500769;20537266
53500777;21430598
53500778;20367533
53500782;20711223
53500786;804011315
53500787;804011316
53500788;21271207
53500792;PFP011
53500794;20537295
53500796;21393207
53500798;82266433
53500803;20881775
53500806;3943381
53500807;21105446
53500810;8171927
53500811;8171932
53500812;8171930
53500813;82497192
53500815;20732301
53500816;DR19024013
53500818;82348988
53500823;21634024
53500829;20553083
53500836;20857837
53500843;UF1187/4
53500844;21437338
53500845;21437337
53500846;21962929
53500847;22827993
53500848;DR19024013
53500851;82248335
53500857;20489993
53500858;21869820
53500859;20490003
53500860;ETE7684
53500865;270950
53500866;425559
53500870;469829
53500871;423021
53500873;21966303
53500876;346499
53500878;81333000
53500882;1089861
53500887;8171228
53500888;8171226
53500890;21609667
53500897;2142227
53500907;8149182
53500916;1523475
53500918;1584018
53500922;1080690
53500925;8129504
53500942;8365419
53500943;1524358
53500952;1674584
53500956;1589620
53500961;20490009
53500962;8121667
53500963;20431484
53500964;421158
53500966;975610
53500967;1573029
53500969;84819090
53500970;991952
53500972;270450
53500973;1669310
53500984;6889606
53500986;1676590
53500995;383972
53500996;8124341
53500998;8123662
53500999;8123666
53501002;471856
53501003;21043961
53501011;0091307110
53501016;014610
53501023;6888788
53501024;8124403
53501032;423123
53501035;85148727
53501039;1625954
53501041;8120680
53501045;20527067
53501046;20490007
53501049;20494313
53501050;20862779
53501051;3173152
53501054;20881950
53501063;20889192
53501073;8171930
53501095;8125116
53501122;85013960
53501139;949002
53501141;1624477
53501162;83002239
53501163;00900001AT
53501165;22765915
53501166;22040868
53501170;21376184
53501178;1696925
53501183;1079304
53501184;20881536
53501190;8128472
53501193;1586518
53501200;20748450
53501207;84208821
53501208;8123227
53501214;22019
53501223;12848
53501225;6885478
53501226;270449
53501234;ZF070075234
53501235;ZF7673014136
53501236;ZF7673260900
53501237;ZF7673041851
53501238;ZF7673041854
53501242;GF0408
53501251;20425016
53501252;801014
53501261;461382
53501269;20922305
53501280;1578133
53501285;20734499
53501292;0620001
53501298;D1320920600
53501300;20542835
53501301;20542833
53501304;20505543
53501308;21117130
53501310;
53501312;20375554
53501323;470247
53501333;3400315
53501338;
53501340;21346946
53501343;21762668
53501348;21301434
53501350;2420206003
53501352;14091
53501355;3979606
53501361;20991506
53501362;21257218
53501363;20746915
53501365;20500823
53501371;11126
53501386;13908401402F
53501387;13903000600F
53501388;HS13228400201F
53501394;M008T62471
53501420;0124655103
53501423;22213681
53501455;592700
53501465;21426987
53501468;1650510
53501469;20431184
53501470;478959
53501484;21469822
53501487;8124238
53501494;20862782
53501498;ZL0416
53501502;
53501511;VO20946838
53501531;83009810
53501534;83006320
53501536;83009570
53501541;20742610
53501542;20817742
53501548;21479246
53501550;20999623
53501551;21188210
53501553;21110437
53501558;2146074
53501561;3197871
53501565;20518374
53501571;20405938
53501580;20460312
53501585;
53501587;20379114
53501589;20529640
53501590;20529638
53501593;82472612
53501594;8191779
53501595;800802011
53501599;81547973
53501600;81547974
53501601;81547975
53501602;20560843
53501606;K9340FHD13
53501609;21042447
53501613;VE0711399
53501615;276948
53501617;VO21741406
53501621;2045005
53501622;6528127
53501624;21412472
53501625;21427735
53501629;20750636
53501630;3150319
53501637;20818771
53501638;D5133036
53501640;478774
53501647;20760515
53501648;1668456
53501649;1004057
53501652;20872625
53501653;016051
53501654;1676499
53501655;1628052
53501656;1521422
53501657;1521890
53501659;3090712
53501660;3091587
53501661;3090935
53501663;3499
53501665;20882212
53501666;20467735
53501668;1521406
53501669;1521917
53501670;1069239
53501671;1672203
53501672;1107968
53501674;20529765
53501677;0281020128
53501678;VO20743689
53501679;20459639
53501683;20405125
53501684;3981594
53501685;20489997
53501686;20490001
53501687;20750628
53501688;21383604
53501689;21573781
53501693;1628246
53501694;20538410
53501696;20409874
53501697;215920102301
53501698;1549651
53501703;R319F3070
53501704;3047IABV
53501707;423079
53501714;8150740
53501715;20478729
53501716;20360593
53501717;1077451
53501721;QA1066M
53501722;20425732
53501723;M71714
53501724;871520
53501726;3182596
53501729;2060005
53501731;20467715
53501733;21345366
53501734;21271225
53501738;
53501743;FOON201306
53501745;6071520
53501754;423174
53501756;20537267
53501757;85111097
53501758;GF117
53501759;ZM717
53501764;20824590
53501772;6741
53501773;1656209
53501775;1668452
53501776;1068946
53501777;276115
53501778;21948417
53501779;382565
53501780;65451
53501781;DY162
53501782;L322PBC
53501784;20743419
53501787;FOOM136511
53501789;21789654
53501790;BC714M71714
53501791;BB520B71520
53501792;629276AM177006
53501793;65486
53501794;1628883
53501795;SS1025
53501798;20716739
53501799;3191965
53501800;
53501801;82116545
53501804;V6207
53501805;01955
53501807;20556411
53501808;N860
53501809;20488052
53501810;ETE7664
53501811;20588775
53501812;21235526
53501814;200201019144
53501819;992065
53501821;99940812044
53501822;21707054
53501823;21359526
53501826;2400109
53501829;1629391
53501830;20442050
53501832;21087164
53501833;8149068
53501835;20507021
53501836;8171934
53501837;20441568
53501838;1524837
53501839;1069030
53501840;85003219
53501842;6889690
53501843;1606123
53501844;980573
53501845;375985
53501846;43498
53501847;179434
53501848;20761838
53501849;22290094
53501852;12151016025
53501853;20810985
53501854;21223050
53501855;21615469
53501856;21320190
53501857;85013042
53501858;22287649
53501859;20972260
53501860;1423078
53501861;3175366
53501862;3175367
53501863;20383543
53501866;
53501868;20512081
53501869;20512083
53501870;
53501872;21360064
53501873;20769993
53501874;04200210
53501875;5054
53501876;4100008
53501877;2250116
53501878;13228421601F
53501879;6885510
53501880;6885656
53501881;6528127
53501882;20529705
53501883;21566448
53501884;1638049
53501885;AP83007820
53501886;BP83007790
53501887;0785006
53501888;0981110
53501889;2400105
53501890;4906608
53501891;22452
53501895;DS102098
53501896;20742451
53501897;20481333
53501898;8171380
53501899;84557581
53501900;276828
53501901;1522351
53501902;1522337
53501903;2416156094
53501904;2417413098
53501905;K71240
53501906;470467
53501907;20744939
53501908;1304304623
53501909;20539766
53501910;1521979
53501911;85145176
53501912;20524584
53501913;21861948
53501914;1611551
53501915;46590
53501916;054997
53501917;265096
53501918;1702297
53501919;1710613
53501920;3310101
53501921;20557309
53501922;20557306
53501923;20366711
53501924;QA972
53501925;948610
53501926;22416685
53501927;21749646
53501928;
53501929;85021814
53501930;20775173
53501931;1521443
53501932;20854441
53501933;1650502
53501934;20450245
53501935;1651247
53501936;0004320807
53501937;82417042
53501938;82440900
53501940;21066028
53501941;21741398
53501942;20750634
53501943;21345400
53501944;20750625
53501945;3154321
53501946;20364891
53501947;3154251
53501954;82365212
53501955;33540
53501956;8257
53501957;33327
53501958;33811
53501959;82266414
53501978;1665309
53501979;20750627
53501981;469477
53501983;8125615
53501984;8125614
53501985;8131097
53501986;11231060
53501987;11230060
53501988;VX1455
53501989;420247
53501990;8126388
53501991;3523
53501992;3525
53501993;20925787
53501994;3192533
53501995;R1026
53501996;TC0710225
53501997;42562997
53501998;1069888
53501999;215920102501F
53502001;82582816
53502002;REIS422
53502003;VT0043
53502005;21450362
53502006;83002263
53502007;8971205204
53502009;200205003131
53502010;200201001035
53502011;600607023
53502012;1605708
53502013;20490017
53502014;
53502015;8098298800
53502016;5620
53502017;21636161
53502018;20529668
53502020;3152715
53502021;1524953
53502022;8172930
53502023;3152714
53502025;20424060
53502026;VA0710121
53502027;468273
53502028;9218
53502030;2418554057
53502031;0986AD3997
53502032;F000431058
53502034;20751148
53502035;21271372
53502036;F00RJ00414
53502037;6413595
53502038;F00RJ04567
53502039;1110010035
53502040;3198141
53502042;1582488
53502089;14661
53502090;14943
53502091;BC322
53502092;BB243
53502093;BG831
53502094;468272
53502095;78588
53502096;SLC7845
53502097;10177
53502100;RU0579
53502103;RU0573
53502108;20738128
53502109;13903310101F
53502110;990104010F
53502111;1063327
53502113;21105447
53502114;3092471
53502115;3092472
53502116;1097
53502117;20796744
53502118;21979851
53502120;20854568
53502121;58658
53502122;054130
53502124;18652
53502125;11620
53502126;21242
53502127;11558
53502128;11559
53502129;92508
53502131;82109
53502133;20501393
53502134;20748488
53502138;6884687
53502140;
53502142;8128627
53502143;1626955
53502144;19028
53502145;044853
53502147;020254
53502148;023030
53502149;049708
53502150;054699
53502151;55609
53502152;56536
53502153;59656
53502154;20734773
53502155;010683
53502156;028514
53502157;58681
53502158;59058
53502159;59811
53502160;044857
53502161;053180
53502162;3129625462M
53502163;20556179
53502164;22020857
53502165;040425
53502166;48048
53502167;54846
53502168;55901
53502169;56508
53502170;58451
53502171;44862
53502172;49706
53502173;49707
53502174;R2234
53502175;20383596
53502176;1587404
53502177;422320
53502178;478074
53502179;478382
53502180;468448
53502181;82266036
53502182;20723226
53502183;21282824
53502184;22494632
53502185;1112233
53502186;45345
53502187;13362
53502188;71287
53502189;2057288
53502190;10510851
53502191;6803
53502192;12933
53502193;9447
53502194;9447
53502195;12936
53502215;
53502216;3979992
53502217;048796
53502218;3175030
53502221;9401087009
53502222;2414614002
53502223;F00099T396
53502224;F00099T395
53502225;F00099T394
53502226;F00099T392
53502227;F00099T391
53502228;F00099T393
53502229;2417413096
53502230;85107065
53502231;QA204
53502234;HCZ265
53502235;6964208248
53502236;20741703
53502237;20488789
53502238;051484
53502239;051007
53502240;048985
53502243;55605
53502244;20586512
53502245;000914
53502246;56370
53502247;21161213
53502248;3192302
53502249;20529706
53502250;3161219
53502251;9617242040
53502252;20428257
53502253;60381
53502254;39721
53502255;20773853
53502256;21969323
53502257;967343
53502258;21450629
53502259;1521691
53502260;RD0091OS1491
53502261;7684260901
53502262;CX22020
53502263;0081242102
53502264;16591
55200283;1655981
55300121;383972
58201123;HS52
