40500289;
40504029;ATP834
40504520;43256
40600129;
40601132;4522
41000094;6935019282
41000096;6965007475
41000199;132
41000379;A9405280709
41000527;0020946382
41000544;A9405011282
41000570;9585013282
41000576;3865018982
41000991;A9439970052
41000992;A9405063035
41000997;3845011282
41000998;3845011284
41400001;0000900142
41400396;3853310052
41400590;
41400802;3863517325
41400805;3213510725
41400810;3863517325
41400857;000000001154
41400858;000912008203
41400864;000960016036
41400869;000961014103
41400876;0029908301
41400906;00960016120
41401013;3174010571
41401018;3274020471
41401023;3453257075
41401029;3529904701
41401046;3873320271
41401186;910105014019
41401187;910105016005
41401188;910105018022
41401194;914112014309
41401199;915036012150
41401916;GB21283
41401995;004626012145
41402011;3453227030
41402020;3763220030
41402094;000934010004
41402098;000934018002
41402099;000934024000
41402139;070852075000
41402218;3449900651
41402219;3449900751
41402222;3521550272
41402228;3553530325
41402236;3853510172
41402314;913023014003
41402315;913023016001
41402624;3442930129
41402661;007338008212
41402716;070952075103
41402724;3029940209
41402734;6739880178
41402778;913023008003
41402809;A3854000124
41402921;3523250530
41402947;N0073380082120010
41403032;A3273530172
41403210;3849977490
41403231;2RR599219
41403232;2RR599213
41403354;N007603022100
41403496;N000000000678
41403507;3849977590
41403743;300870
41403745;6114
41403747;022059
41403989;3649947009
41404001;N070952085101
41404203;3523230376
41404831;0022059
41405043;5419900301
41405059;0269976648
41405115;
41405116;TM2042
41405117;6000302
41405139;GB21009
41405140;1315304048
41405141;2RH129723B
41405142;851817004F
41405171;3273560052
41405424;MB366
41405505;2775
41405506;1235040246
41405507;N006799008005
41405508;939008185
41405509;07364
41405510;06837
41405511;05015
41405512;1438
41405513;60743
41405514;QOMM47036
41405515;QOMO2919
41405516;QOMM3064
41405517;0666
41405518;6969957010
41405519;6969907201
41405546;58842
41405596;84052
41405597;1618
41405598;15079
41405599;303404
41405638;054900
41405639;59776
41500009;000625406204
41500038;A0022506515ZGS001
41500041;0039811405
41500319;33019
41500326;33114
41500334;33208
41500339;3451000051
41500358;45809
41500668;982Q
41500837;9062001770
41500852;3452547020
41501087;0179811305
41501119;A0039813005
41501162;0159819005
41501169;546485
41501175;0089815425
41501176;0129819605
41501178;0129819405
41501348;552/559
41501349;598/593
41501447;R2002T
41501448;R3074
41501449;A0039815605
41501450;A0039818305
41501465;521618
41501466;509333A
41501468;59931
41501469;32214
